Station,Year,Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Dinajpur,1949,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dinajpur,1949,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faridpur,1949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faridpur,1949,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,
Faridpur,1949,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,52,0,0,0,0,0,0,0,0,0,0
Faridpur,1949,4,0,0,0,0,50,4,0,92,0,0,0,0,0,1,0,0,0,0,0,0,32,61,0,0,10,12,107,17,2,53,
Faridpur,1949,5,43,0,10,104,22,0,54,36,1,0,0,0,1,105,0,0,0,0,0,1,20,0,1,0,11,0,1,7,0,0,0
Faridpur,1949,6,77,0,38,1,1,0,1,4,6,8,49,2,6,141,3,0,0,0,0,0,6,0,3,60,62,0,10,0,0,4,
Faridpur,1949,7,19,4,0,3,16,9,12,2,0,9,0,0,0,8,2,11,27,11,38,25,0,158,30,19,0,0,2,1,0,2,4
Faridpur,1949,8,10,10,23,19,15,9,47,0,1,4,3,2,2,1,4,30,7,6,2,36,0,0,25,1,2,0,2,0,0,0,0
Faridpur,1949,9,8,45,5,9,14,0,1,1,11,0,0,0,29,16,11,19,104,0,0,0,0,0,0,0,0,5,0,68,9,22,
Faridpur,1949,10,5,0,6,0,0,0,1,7,4,0,0,2,3,0,0,1,0,31,0,32,0,0,0,0,0,0,0,1,3,0,0
Faridpur,1949,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Faridpur,1949,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jessore,1949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,***,***,***,***,***,0,0,0,14,0,0,0
Jessore,1949,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jessore,1949,3,0,0,0,0,0,0,0,0,0,***,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
Jessore,1949,4,0,0,0,0,3,5,0,21,0,0,0,0,0,0,5,0,0,11,21,0,31,30,0,0,8,41,94,50,0,1,
Jessore,1949,5,57,0,0,0,16,0,33,49,5,0,0,0,5,0,0,0,0,0,0,17,1,0,0,0,28,0,0,1,0,0,0
Jessore,1949,6,11,37,0,0,11,10,7,5,11,0,8,14,0,0,0,0,0,0,0,0,0,0,6,16,6,5,0,0,3,0,
Jessore,1949,7,48,0,0,8,12,7,0,3,3,0,5,0,0,4,5,13,19,0,9,28,3,19,69,36,2,0,0,42,0,8,0
Jessore,1949,8,2,27,8,67,23,48,11,20,6,2,1,1,0,0,4,30,4,11,0,21,0,0,4,1,0,24,3,1,0,7,0
Jessore,1949,9,5,0,4,0,0,0,0,4,17,2,0,47,0,1,19,5,31,0,0,6,0,0,0,3,0,3,17,0,9,0,
Jessore,1949,10,1,6,0,0,0,0,0,48,35,0,4,7,0,0,0,0,1,44,0,55,0,0,0,0,0,0,0,2,6,7,0
Jessore,1949,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jessore,1949,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khulna,1949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,0,0,0,0,0,0,0,0,0
Khulna,1949,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Khulna,1949,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
Khulna,1949,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,36,7,0,0,8,58,34,0,0,59,
Khulna,1949,5,37,0,0,0,0,0,0,9,0,0,0,0,29,11,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,19,0
Khulna,1949,6,8,20,38,0,0,0,0,8,0,41,15,7,11,4,0,0,0,0,0,19,0,0,20,104,6,0,0,0,0,10,
Khulna,1949,7,51,0,0,0,0,4,9,0,0,0,44,0,0,0,0,21,1,15,0,21,40,17,23,18,3,0,1,0,0,0,0
Khulna,1949,8,1,0,5,5,7,33,19,2,0,0,***,6,1,0,0,38,0,8,0,14,0,0,3,0,0,46,2,0,0,0,0
Khulna,1949,9,0,0,0,0,0,0,0,4,6,9,0,16,0,18,36,4,0,0,0,0,0,0,0,11,0,0,0,6,20,0,
Khulna,1949,10,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,36,0,18,6,0,0,0,0,0,0,0,0,0,0,0
Khulna,1949,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Khulna,1949,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satkhira,1949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Satkhira,1949,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Satkhira,1949,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satkhira,1949,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,62,0,0,11,24,25,0,0,0,
Satkhira,1949,5,61,0,1,29,28,15,42,43,6,0,0,0,41,8,5,0,0,0,0,0,2,0,0,0,87,0,0,0,0,0,0
Satkhira,1949,6,0,0,0,0,5,0,43,0,5,30,9,7,48,7,0,0,0,0,0,0,0,0,36,107,10,27,0,4,15,31,
Satkhira,1949,7,2,0,0,0,0,9,14,8,0,4,7,0,0,0,7,14,10,6,0,63,47,10,37,1,0,0,0,0,0,0,0
Satkhira,1949,8,13,10,2,38,3,97,9,0,9,47,0,2,0,0,28,6,5,13,17,3,0,0,0,8,0,74,9,9,0,17,0
Satkhira,1949,9,0,0,0,2,0,0,0,0,8,7,0,23,15,4,8,2,15,0,0,0,0,0,0,0,0,12,0,5,8,0,
Satkhira,1949,10,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,22,12,0,0
Satkhira,1949,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Satkhira,1949,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srimangal,1949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Srimangal,1949,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Srimangal,1949,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,12,30,0,0,0,0,0,0,0,0,0,0
Srimangal,1949,4,0,0,0,3,0,0,18,29,0,0,0,0,1,1,16,11,2,43,50,5,20,19,0,5,0,1,20,95,10,11,
Srimangal,1949,5,2,0,13,19,93,4,0,0,0,0,0,0,41,4,17,1,2,6,32,1,5,9,51,10,6,0,0,3,0,0,2
Srimangal,1949,6,2,21,1,26,1,47,1,6,2,1,4,9,0,46,153,50,0,2,0,2,79,81,72,10,5,0,4,11,0,3,
Srimangal,1949,7,17,0,4,3,3,0,0,0,1,4,53,16,1,2,3,7,7,1,3,12,24,4,1,0,15,0,87,0,33,9,0
Srimangal,1949,8,14,5,0,5,16,19,0,1,1,2,1,1,6,11,4,1,7,4,7,4,0,0,1,24,54,21,2,32,2,0,0
Srimangal,1949,9,15,15,4,5,0,4,3,3,0,3,2,66,2,22,26,10,7,0,0,0,0,0,0,0,5,21,29,34,21,20,
Srimangal,1949,10,0,55,10,0,0,0,0,0,0,0,5,6,0,4,6,32,9,20,3,5,0,0,0,0,0,0,0,0,1,9,0
Srimangal,1949,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Srimangal,1949,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barisal,1950,2,0,0,4,0,0,0,60,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,,,
Barisal,1950,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,6,0,0,0,0,0
Barisal,1950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barisal,1950,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,0,0,1,0,0,0,17,17,0,0,0,5,6,17,14,0
Barisal,1950,6,16,0,10,0,0,0,0,0,48,36,40,9,3,24,1,24,4,15,47,23,0,0,0,6,33,15,40,26,5,51,
Barisal,1950,7,41,10,1,6,3,20,4,1,38,0,6,6,23,20,36,8,22,6,19,1,6,9,2,6,5,7,111,41,54,0,34
Barisal,1950,8,23,40,25,24,8,14,1,2,3,9,37,3,31,4,6,20,0,1,4,14,5,10,8,0,7,1,0,24,6,5,2
Barisal,1950,9,16,0,0,0,0,0,0,0,0,0,1,54,2,39,23,1,0,0,0,0,23,1,14,0,4,0,0,0,0,9,
Barisal,1950,10,7,0,0,0,0,0,0,0,0,15,38,0,0,0,0,1,0,0,1,25,75,139,26,0,10,0,1,1,0,0,0
Barisal,1950,11,0,0,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,12,71,0,0,0,0,0,0,0,0,0,0,0,
Barisal,1950,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogra,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogra,1950,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Bogra,1950,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,24,1,0,0,0,0,0,0,0
Bogra,1950,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bogra,1950,5,0,4,0,4,23,0,0,0,1,6,0,0,0,0,0,17,1,0,0,2,5,0,0,0,0,20,17,0,4,19,0
Bogra,1950,6,0,0,0,0,0,0,0,1,19,4,29,2,8,0,19,2,35,1,8,0,3,0,0,0,0,38,9,0,0,2,
Bogra,1950,7,1,7,1,3,2,0,25,5,1,0,0,4,18,31,20,2,6,2,2,0,2,14,0,0,0,0,0,0,0,1,11
Bogra,1950,8,11,35,208,4,0,0,0,1,5,4,63,7,8,1,4,27,59,5,20,12,6,20,13,0,0,3,6,9,0,1,23
Bogra,1950,9,37,8,0,2,0,0,0,0,0,1,7,0,4,0,18,0,0,0,0,0,0,0,7,6,9,3,0,0,0,0,
Bogra,1950,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,2,41,83,21,0,0,0,2,25,0,0,0
Bogra,1950,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,
Bogra,1950,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittagong,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittagong,1950,2,0,0,0,0,0,0,34,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,
Chittagong,1950,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Chittagong,1950,4,0,0,0,0,0,0,0,0,0,0,0,1,0,38,0,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chittagong,1950,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,56,96,18
Chittagong,1950,6,2,0,5,0,6,0,0,27,30,5,18,0,1,6,0,8,0,15,24,0,144,233,169,204,230,201,0,0,159,189,
Chittagong,1950,7,78,1,0,0,0,0,26,36,0,2,1,3,59,247,33,31,134,7,3,0,0,4,0,1,0,18,133,122,46,1,11
Chittagong,1950,8,1,13,57,25,1,0,2,0,23,168,101,51,19,45,6,36,36,0,0,1,0,0,5,4,25,29,8,0,2,9,2
Chittagong,1950,9,3,0,0,0,0,0,0,0,96,8,16,22,0,0,0,11,3,0,0,0,0,6,0,3,0,6,0,2,0,3,
Chittagong,1950,10,0,17,17,4,2,0,0,0,0,11,1,0,0,3,0,0,0,0,0,48,56,26,0,0,2,0,0,0,0,0,0
Chittagong,1950,11,0,65,0,13,12,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Chittagong,1950,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comilla,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comilla,1950,2,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Comilla,1950,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
Comilla,1950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Comilla,1950,5,0,0,0,0,0,0,10,0,0,0,0,0,10,0,6,0,0,2,0,11,24,24,32,0,0,0,8,22,5,24,79
Comilla,1950,6,***,***,0,***,32,0,14,***,72,15,4,0,17,0,0,0,83,59,0,0,0,32,0,0,49,0,0,0,0,44,
Comilla,1950,7,21,0,0,10,0,0,0,9,14,0,17,0,28,8,0,28,0,0,0,0,0,0,0,0,0,39,13,74,5,0,0
Comilla,1950,8,28,72,39,11,3,0,3,0,38,4,5,56,0,0,13,0,0,0,3,20,136,32,0,4,0,0,24,11,8,20,0
Comilla,1950,9,0,22,0,0,0,0,17,0,0,0,0,6,75,29,0,0,18,0,0,0,0,0,0,0,0,0,11,0,0,5,
Comilla,1950,10,0,0,0,59,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,6,28,70,22,0,0,0,0,5,4,0,0
Comilla,1950,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,234,0,0,0,0,0,0,0,0,0,0,0,
Comilla,1950,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox's Bazar,1950,2,0,0,0,0,0,0,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,,,
Cox's Bazar,1950,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0
Cox's Bazar,1950,4,0,0,0,0,0,0,0,0,0,0,0,0,***,***,0,20,***,***,0,0,0,0,0,0,0,0,0,0,0,0,
Cox's Bazar,1950,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,9,0,0,30,0,10,16,0,0,0,0,0,0,36,53,38
Cox's Bazar,1950,6,0,0,4,0,3,12,0,0,6,102,0,0,2,10,2,52,125,8,16,4,36,40,6,93,84,43,28,0,38,76,
Cox's Bazar,1950,7,13,19,3,0,0,0,49,74,0,0,0,47,142,198,15,14,82,28,15,0,0,0,5,31,21,18,215,223,139,5,12
Cox's Bazar,1950,8,16,9,25,115,16,3,6,0,21,59,78,80,5,12,79,18,7,16,24,6,14,4,10,0,0,28,12,2,5,19,55
Cox's Bazar,1950,9,25,0,0,0,3,0,0,0,58,19,185,11,34,1,11,6,1,0,4,61,2,1,0,9,0,1,0,0,2,6,
Cox's Bazar,1950,10,9,0,0,7,15,8,0,29,29,0,1,0,0,3,0,0,0,1,1,16,82,19,0,0,0,8,1,0,12,0,0
Cox's Bazar,1950,11,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,48,0,0,0,0,0,0,0,0,0,0,0,
Cox's Bazar,1950,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,1950,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dinajpur,1950,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0
Dinajpur,1950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dinajpur,1950,5,0,0,0,0,0,18,20,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,10,0,0,0,12,***
Dinajpur,1950,6,0,0,0,0,14,0,12,0,5,0,14,136,7,3,7,9,1,0,6,6,61,4,20,0,9,45,15,0,15,4,
Dinajpur,1950,7,40,10,9,0,28,0,0,0,9,6,0,0,2,26,24,3,8,2,0,0,16,0,0,6,0,0,0,0,0,0,0
Dinajpur,1950,8,14,0,17,1,5,0,0,0,15,4,0,0,18,34,16,29,8,13,0,18,16,1,24,0,0,23,5,14,4,0,9
Dinajpur,1950,9,3,3,0,0,0,0,11,85,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dinajpur,1950,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,1950,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dinajpur,1950,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faridpur,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faridpur,1950,2,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,
Faridpur,1950,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faridpur,1950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Faridpur,1950,5,0,6,4,11,9,0,0,0,51,47,0,0,15,0,24,47,0,34,0,0,9,2,98,0,4,0,0,11,1,0,2
Faridpur,1950,6,0,0,10,0,0,0,0,3,2,38,68,50,58,58,0,37,52,181,105,3,0,0,1,4,20,6,1,9,0,2,
Faridpur,1950,7,46,12,1,0,0,0,10,2,11,5,0,4,6,35,13,2,197,27,11,1,15,1,2,1,0,0,6,8,0,0,3
Faridpur,1950,8,25,111,21,39,1,0,1,6,30,30,12,13,5,0,15,4,0,1,14,16,6,8,57,0,4,0,0,12,0,1,9
Faridpur,1950,9,13,1,0,0,0,0,1,0,0,0,0,6,8,8,53,1,0,0,0,0,5,1,7,0,0,5,1,0,0,51,
Faridpur,1950,10,8,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,24,63,33,0,2,0,15,4,9,0,0
Faridpur,1950,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,127,1,0,0,0,0,0,0,0,0,0,0,
Faridpur,1950,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jessore,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jessore,1950,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,,
Jessore,1950,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0
Jessore,1950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jessore,1950,5,0,0,0,0,0,0,0,0,0,0,0,0,44,0,10,10,3,0,0,0,0,1,0,0,0,0,0,9,0,0,0
Jessore,1950,6,3,0,33,0,0,0,0,46,36,17,99,44,27,23,2,2,26,14,22,2,0,1,8,30,20,55,27,0,0,20,
Jessore,1950,7,0,16,1,2,0,0,19,7,1,0,4,9,27,8,15,8,7,5,0,11,0,2,1,5,2,3,22,12,62,4,28
Jessore,1950,8,11,29,18,32,5,2,0,0,15,22,10,8,5,0,32,4,31,0,3,8,26,27,15,13,2,0,0,0,3,3,3
Jessore,1950,9,15,9,0,0,0,0,0,0,0,0,0,15,21,0,32,2,1,0,0,0,4,8,7,0,2,8,0,0,0,2,
Jessore,1950,10,0,4,2,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,20,10,0,0,0,0,0,6,5,0,0
Jessore,1950,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,56,59,0,0,0,0,0,0,0,0,0,0,0,
Jessore,1950,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khulna,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khulna,1950,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Khulna,1950,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0
Khulna,1950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,
Khulna,1950,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,6,35,0,0,0,0,2,0,0,0,0,0,4,6,2,11
Khulna,1950,6,62,0,10,0,0,0,0,0,5,14,79,3,16,36,0,4,27,0,59,6,0,0,3,2,2,0,14,1,0,18,
Khulna,1950,7,0,0,3,0,11,0,0,0,0,51,0,12,3,3,15,17,9,14,0,15,3,0,0,11,0,0,53,0,76,5,2
Khulna,1950,8,5,11,8,11,7,8,0,0,0,34,15,4,1,5,10,24,12,0,24,18,37,5,0,0,0,0,0,0,0,4,0
Khulna,1950,9,33,0,0,0,0,0,0,0,0,0,0,23,15,28,40,0,0,0,0,0,0,0,0,17,0,0,5,0,0,17,
Khulna,1950,10,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,***,***,***,***,17,39,0,0,0,0,0,0,44,0,0
Khulna,1950,11,0,43,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,30,73,0,0,0,0,0,0,0,0,0,0,0,
Khulna,1950,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mymensingh,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mymensingh,1950,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,,,
Mymensingh,1950,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,17,1,23,0,0,0,0,0,0,0,0
Mymensingh,1950,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mymensingh,1950,5,3,0,0,5,0,0,10,1,19,4,0,0,0,0,5,28,7,0,0,0,12,0,0,3,0,6,1,0,0,23,3
Mymensingh,1950,6,6,13,0,3,2,0,0,0,7,0,7,14,47,24,8,67,10,7,16,0,0,8,38,178,24,7,7,9,0,0,
Mymensingh,1950,7,0,0,33,0,0,0,0,0,5,8,0,2,0,5,0,0,0,0,0,0,0,1,0,7,11,0,0,0,0,7,0
Mymensingh,1950,8,33,74,15,6,0,0,0,0,0,27,21,0,8,21,22,30,30,22,2,48,0,63,0,0,0,15,2,40,0,5,14
Mymensingh,1950,9,3,2,0,0,7,0,9,4,0,0,0,0,0,10,1,4,0,7,0,3,2,0,7,10,4,0,0,0,0,0,
Mymensingh,1950,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,3,8,0,0,0,2,1,0,0,0,0
Mymensingh,1950,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,0,
Mymensingh,1950,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satkhira,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satkhira,1950,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,
Satkhira,1950,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,0,0,0,0,0
Satkhira,1950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
Satkhira,1950,5,0,0,0,0,0,2,0,0,0,0,8,0,5,0,0,0,4,0,31,0,8,18,0,0,0,0,0,1,8,3,0
Satkhira,1950,6,36,0,3,0,0,0,0,20,19,40,68,79,20,5,38,22,9,16,27,28,0,39,0,12,8,10,68,0,3,29,
Satkhira,1950,7,2,0,0,0,0,0,37,19,9,0,0,10,0,0,0,0,0,3,0,16,16,10,0,0,0,2,27,10,5,9,5
Satkhira,1950,8,0,6,60,45,4,0,0,0,0,29,10,0,0,0,9,19,0,7,7,3,4,10,0,27,20,12,0,0,2,7,30
Satkhira,1950,9,14,0,5,0,0,0,0,0,0,0,0,92,44,54,35,4,1,0,0,0,0,1,11,4,21,0,0,0,0,10,
Satkhira,1950,10,19,29,0,0,2,0,0,0,0,14,13,0,0,0,0,0,0,0,0,20,12,5,0,0,0,0,7,5,0,0,0
